1207, 0
1208, 0
1209, 0
1210, 0
1211, 0
1212, 0
805, 1
806, 1
812, 2
813, 2
814, 2
815, 2
816, 2
1219, 2
947, 3
1292, 4
1293, 4
1294, 4
936, 5
937, 5
938, 5
939, 5
940, 5
941, 5
942, 5
943, 5
944, 5
945, 5
946, 5
592, 15
594, 15
595, 15
600, 6
601, 10
606, 9
607, 9
608, 9
610, 9
611, 6
612, 15
614, 15
615, 15
616, 15
617, 15
618, 15
619, 15
620, 15
622, 15
623, 15
624, 6
625, 10
626, 6
627, 6
581, 7
927, 7
928, 7
556, 8
559, 15
593, 15
603, 9
605, 9
609, 9
574, 10
596, 10
602, 10
1198, 10
597, 11
598, 11
599, 11
604, 11
564, 15
579, 15
583, 13
584, 12
586, 12
587, 13
588, 13
590, 13
582, 13
589, 13
591, 13
965, 14
1046, 14
1047, 14
1048, 14
1049, 14
1050, 14
1051, 14
1052, 14
560, 15
561, 15
578, 15
613, 15
621, 15
628, 15
629, 15
630, 15
631, 15
1206, 15
893, 16
894, 16
1122, 17
1123, 17
460, 18
461, 18
462, 18
463, 18
464, 18
465, 18
466, 18
467, 18
468, 18
469, 18
470, 18
471, 18
472, 18
474, 18
475, 18
476, 18
477, 18
478, 18
479, 18
480, 18
481, 18
482, 18
483, 18
484, 18
485, 18
486, 18
487, 18
488, 18
718, 18
632, 19
633, 19
634, 19
635, 19
636, 19
637, 19
638, 19
639, 19
640, 19
641, 19
642, 19
643, 19
644, 19
646, 19
647, 19
648, 19
649, 19
650, 19
101, 20
103, 20
104, 20
105, 20
106, 20
107, 20
108, 20
109, 20
110, 20
116, 20
117, 20
118, 20
119, 20
120, 20
121, 20
122, 20
123, 20
124, 20
125, 20
126, 20
127, 20
128, 20
129, 20
130, 20
131, 20
132, 20
133, 20
134, 20
135, 20
136, 20
1112, 21
1113, 21
1114, 21
1115, 21
1116, 21
1117, 21
1118, 21
79, 22
80, 22
81, 22
82, 22
83, 22
84, 22
85, 22
86, 22
87, 22
88, 22
89, 22
90, 22
91, 22
92, 22
95, 22
96, 22
97, 22
489, 23
490, 23
878, 23
968, 23
1053, 23
1230, 23
896, 24
897, 24
898, 24
899, 24
900, 24
901, 24
931, 24
932, 24
933, 24
1097, 24
859, 25
860, 25
862, 25
863, 25
864, 25
865, 25
866, 25
856, 26
857, 26
858, 26
974, 26
975, 26
1277, 26
1278, 26
1279, 26
1493, 26
1494, 26
1495, 26
1148, 27
1149, 27
149, 28
819, 28
652, 29
655, 29
656, 29
657, 29
658, 29
659, 29
660, 29
663, 29
664, 29
665, 29
666, 29
667, 29
668, 29
669, 29
670, 29
671, 29
672, 29
673, 29
674, 29
675, 29
676, 29
677, 29
678, 29
679, 29
680, 29
681, 29
682, 29
683, 29
684, 29
685, 29
686, 29
687, 29
688, 29
689, 29
690, 29
691, 29
