,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,3.937007874015748,14.520547945205479,24.65753424657534,4.761904761904762,8.493150684931507,5.47945205479452,2.4657534246575343,0.9049773755656109,4.761904761904762,42.857142857142854,100.0,16.666666666666668,54.76190476190476,71.42857142857143,54.76190476190476,16.666666666666668,50.0,11.904761904761905,6.382978723404255,4.657534246575342,4.761904761904762,4.761904761904762,2.4657534246575343,3.287671232876712
2,3.937007874015748,14.520547945205479,24.65753424657534,4.199049482806822,8.493150684931507,5.47945205479452,2.4657534246575343,0.9049773755656109,4.761904761904762,7.142857142857143,78.57142857142857,27.083333333333336,100.0,14.285714285714286,66.07142857142857,22.261904761904763,50.0,10.438915292144255,6.382978723404255,4.657534246575342,4.523809523809524,4.523809523809524,2.4657534246575343,3.287671232876712
3,3.937007874015748,14.520547945205479,24.65753424657534,3.6361942037088806,8.493150684931507,5.47945205479452,2.4657534246575343,0.9049773755656109,8.928571428571429,100.0,57.142857142857146,37.5,3.5714285714285716,32.142857142857146,77.38095238095238,27.85714285714286,50.0,8.973068679526605,6.382978723404255,4.657534246575342,4.285714285714286,4.285714285714286,2.4657534246575343,3.287671232876712
6,3.937007874015748,14.520547945205479,24.65753424657534,3.0733389246109404,8.493150684931507,5.47945205479452,2.4657534246575343,0.9049773755656109,7.471624266144814,71.42857142857143,56.54761904761905,21.94148936170213,100.0,50.0,88.69047619047619,33.452380952380956,50.0,7.507222066908955,6.382978723404255,4.657534246575342,4.0476190476190474,4.0476190476190474,2.4657534246575343,3.287671232876712
7,3.937007874015748,14.520547945205479,24.65753424657534,2.5104836455129997,8.493150684931507,5.47945205479452,2.4657534246575343,0.9049773755656109,6.014677103718199,42.85714285714286,55.95238095238095,6.382978723404255,8.51063829787234,14.893617021276595,100.0,39.04761904761905,46.808510638297875,6.041375454291305,6.382978723404255,4.657534246575342,3.8095238095238098,3.8095238095238098,2.4657534246575343,3.287671232876712
9,3.937007874015748,14.520547945205479,24.65753424657534,1.947628366415059,8.493150684931507,5.47945205479452,2.4657534246575343,0.9049773755656109,4.557729941291585,14.285714285714286,55.357142857142854,37.5886524822695,7.142857142857143,5.357142857142857,100.0,44.642857142857146,3.5714285714285716,4.5755288416736555,3.5714285714285716,4.657534246575342,3.5714285714285716,3.5714285714285716,2.4657534246575343,3.287671232876712
10,3.937007874015748,14.520547945205479,24.65753424657534,1.384773087317119,8.493150684931507,5.47945205479452,2.4657534246575343,0.9049773755656109,3.1007827788649704,16.046966731898237,43.021037181996086,68.79432624113475,34.9412915851272,31.582681017612526,68.21917808219177,33.006360078277886,4.3884540117416835,3.1096822290560056,2.4706457925636007,4.657534246575342,3.5665362035225048,3.155577299412916,2.4657534246575343,3.287671232876712
11,3.937007874015748,14.520547945205479,24.65753424657534,0.821917808219178,8.493150684931507,5.47945205479452,2.4657534246575343,0.9049773755656109,1.643835616438356,17.80821917808219,30.684931506849313,100.0,62.73972602739726,57.80821917808219,36.43835616438356,21.36986301369863,5.205479452054795,1.643835616438356,1.36986301369863,4.657534246575342,3.5616438356164384,2.73972602739726,2.4657534246575343,3.287671232876712
12,3.937007874015748,12.349212839910038,21.045457643290398,0.9055717350399692,7.472055207752226,6.66955928841505,3.0013016797867724,0.9049773755656109,1.8500382239302464,20.016942498811957,44.18604651162791,37.2093023255814,23.25581395348837,4.651162790697675,34.883720930232556,53.48837209302326,4.651162790697675,1.699208661335978,100.0,23.757338551859096,4.787702225252588,13.953488372093023,2.3979834294096984,3.096758197483419
13,3.937007874015748,10.177877734614597,17.43338104000545,0.9892256618607606,6.450959730572945,7.859666522035579,3.5368499349160105,0.9049773755656109,2.0562408314221368,22.225665819541724,85.71428571428571,68.6046511627907,100.0,64.28571428571429,92.85714285714286,46.201199621172265,12.50657687046196,1.7545817062335998,35.714285714285715,42.857142857142854,6.013760614888737,12.859097127222983,2.330213434161863,2.905845162090126
14,3.937007874015748,8.006542629319158,13.821304436720506,1.0728795886815519,5.429864253393665,9.049773755656108,4.072398190045249,0.9049773755656109,2.262443438914027,24.43438914027149,42.081447963800905,100.0,35.74660633484163,41.1764705882353,64.25339366515837,38.914027149321264,20.361990950226243,1.8099547511312217,2.262443438914027,5.429864253393665,7.239819004524887,11.764705882352942,2.262443438914027,2.7149321266968327
15,3.937007874015748,5.835207524023717,10.20922783343556,1.156533515502343,4.366178158978862,8.197646108716048,4.026413567303093,1.847099344904437,4.493370252808356,31.57894736842105,26.31578947368421,73.6842105263158,26.31578947368421,100.0,10.526315789473685,31.57894736842105,10.526315789473685,4.440467346525292,3.995857814997411,5.361203034600752,7.411135259676251,9.586056644880175,10.526315789473685,5.06116976705212
16,3.937007874015748,3.6638724187282765,6.597151230150615,1.2401874423231343,3.3024920645640576,7.345518461775988,3.9804289445609387,2.7892213142432634,6.724297066702685,20.64021995286724,14.814814814814815,14.814814814814815,37.03849175176748,14.814814814814815,29.62962962962963,100.0,12.725844461901023,7.070979941919362,5.7292721910807956,5.292541815807839,7.582451514827615,7.407407407407407,13.098978790259231,7.407407407407407
17,3.937007874015748,1.492537313432836,2.985074626865672,1.3238413691439255,2.2388059701492535,6.493390814835928,3.9344443218187837,3.7313432835820897,8.955223880597014,9.701492537313433,10.447761194029852,17.91044776119403,47.76119402985075,100.0,26.119402985074625,12.686567164179104,14.925373134328359,9.701492537313433,7.462686567164179,5.223880597014926,7.753767769978978,2.2388059701492535,15.671641791044776,5.94925634295713
18,3.937007874015748,1.2574920672229406,2.514984134445881,1.407495295964717,4.379676421044385,5.641263167895868,3.8884596990766287,11.904761904761905,21.428571428571427,23.80952380952381,90.47619047619048,78.57142857142857,100.0,92.85714285714286,7.142857142857143,16.666666666666668,11.034115138592751,14.285714285714286,14.285714285714286,7.142857142857143,7.925084025130342,5.2983115916480585,35.714285714285715,4.491105278506853
20,3.937007874015748,1.022446821013045,2.04489364202609,1.491149222785508,6.520546871939516,4.789135520955808,3.8424750763344737,29.523809523809526,13.470191226096738,64.28571428571429,71.42857142857143,89.28571428571428,28.571428571428573,100.0,89.28571428571429,67.85714285714286,7.142857142857143,12.851518560179978,10.48931383577053,7.142857142857143,8.096400280281706,8.357817213146864,21.006749156355454,3.032954214056576
21,3.937007874015748,0.7874015748031497,1.5748031496062993,1.5748031496062993,8.661417322834646,3.937007874015748,3.7964904535923187,47.142857142857146,5.511811023622047,14.566929133858268,43.30708661417323,100.0,87.00787401574803,96.06299212598425,44.488188976377955,33.07086614173228,28.346456692913385,11.417322834645669,6.692913385826771,3.937007874015748,8.26771653543307,11.417322834645669,6.299212598425197,1.5748031496062993
22,4.2506881761731,2.5574547084053516,1.6638829237254436,2.0650241300482604,7.5404284141901625,6.987990137596436,3.7505058308501638,64.76190476190476,6.528659723986115,12.461624115167423,31.716919531400038,73.17073170731707,79.14346072594584,96.85039370078741,38.620854211405394,40.39608685277977,100.0,60.0,5.917158082512413,5.169808319414619,7.122689209303382,10.00272693186079,6.5396664126661594,2.071331992591835
23,4.564368478330453,4.327507842007554,1.7529626978445878,2.555245110490221,6.419439505545679,10.038972401177125,3.704521208108009,82.38095238095238,7.5455084243501815,10.356319096476577,20.12675244862685,46.34146341463415,71.27904743614366,97.63779527559055,32.75351944643283,47.72130756382725,76.01010101010101,50.25252525252525,5.141402779198055,6.402608764813489,5.977661883173694,8.58813102907591,6.780120226907121,2.567860835577371
24,4.878048780487805,6.097560975609756,1.8420424719637318,3.045466090932182,5.298450596901194,13.089954664757812,3.658536585365854,100.0,8.56235712471425,8.251014077785731,8.536585365853659,19.51219512195122,63.41463414634146,98.4251968503937,26.886184681460275,55.04652827487473,52.02020202020202,40.505050505050505,4.365647475883696,7.635409210212359,4.832634557044006,7.173535126291032,7.020574041148082,3.0643896785629066
25,6.688839615668884,4.7102019407290845,1.931122246082876,3.5356870713741433,4.17746168825671,16.1409369283385,6.879773343187978,70.3225806451613,9.579205825078317,6.1457090590948855,13.35920177383592,13.79650160137965,55.94974131559498,99.21259842519684,21.018849916487714,62.37174898592222,28.03030303030303,30.757575757575758,3.5898921725693373,8.86820965561123,3.6876072309143177,5.758939223506153,7.261027855389044,3.5609185215484427
