episode,Episode_reward,Loss
0,-4895.533405751027,-1060789.75
1,-4191.194775458615,-10896338.0
2,-3087.5358848287738,-158922800.0
3,-3634.8539573156477,36933704.0
4,-6015.407486174178,-346536512.0
