episode,Episode_reward,Loss
0,-5428.097758694005,-7211373.0
1,-3779.5314871979785,-100644592.0
2,-3792.558042863305,-431410240.0
3,-4254.412034151197,-783425152.0
4,-5186.7636958599,-1242105216.0
