,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,1000,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050,1051,1052,1053,1054,1055,1056,1057,1058,1059,1060,1061,1062,1063,1064,1065,1066,1067,1068,1069,1070,1071,1072,1073,1074,1075,1076,1077,1078,1079,1080,1081,1082,1083,1084,1085,1086,1087,1088,1089,1090,1091,1092,1093,1094,1095,1096,1097,1098,1099,1100,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1130,1131,1132,1133,1134,1135,1136,1137,1138,1139,1140
1,0.0,-228.75,-368.33,-834.95,-827.92,-238.47,-907.3,-650.34,838.2,-296.51,-542.23,-282.26,-472.5,-883.24,-376.3,-655.58,-261.56,-489.76,-308.28,-527.81,-698.96,-466.5,-619.56,-1724.28,-340.47,-278.49,-1308.38,-831.71,-302.86,-841.49,-626.15,-305.05,-310.16,-590.77,-283.67,-477.06,-364.35,-918.06,-327.18,-806.72,-299.35,-721.75,-831.29,-1442.61,-924.98,-2172.17,-579.51,-585.22,-953.19,-961.41,-910.77,-805.72,-385.3,-1395.48,-525.55,-309.48,-897.52,-420.79,-275.7,-317.42,-809.09,-312.93,-555.2,-948.01,-380.12,-619.77,-444.59,-1586.31,-799.1,-564.52,-288.38,-937.47,-889.71,-249.59,-505.82,-842.55,-1003.25,-952.17,-1020.31,-880.44,-688.88,-557.79,-633.76,-586.75,-361.47,-810.6,-756.63,-1393.38,-1379.84,-1176.45,-329.37,722.8,-253.3,883.0,813.3,-224.51,-676.52,-827.79,-748.85,-799.8,-216.27,-330.67,-353.55,-318.48,-307.07,-318.73,-335.04,-371.83,-475.24,-598.44,-677.7,-778.66,-619.95,-1597.17,-1362.39,-1367.02,765.9,-442.06,-494.35,-409.05,-642.01,-206.21,-479.06,-273.5,-236.74,-253.89,214.0,757.5,524.4,873.3,-233.0,-833.98,-1247.53,-1838.26,-577.65,-572.88,-727.63,-232.18,-644.96,-454.51,-405.23,-263.88,-326.91,-245.25,-208.96,-294.16,-535.86,-450.6,-1259.0,-1323.57,-738.66,-1044.86,-628.32,-1145.85,-2009.9,-1002.07,-886.83,-680.63,-622.28,-444.76,-522.21,-310.74,-277.96,-338.57,-823.78,-579.72,-752.48,-944.38,-944.12,-920.09,-848.85,-885.67,-853.26,-911.46,-1845.69,-1761.03,-1570.04,-1685.84,-1428.36,-1490.77,-1379.4,-1310.19,-873.72,-729.84,-817.65,-1993.28,-489.33,-544.91,-519.52,-462.74,-331.22,-357.17,-398.98,-3077.75,-486.29,-498.48,-656.35,-569.86,-411.74,-361.6,-607.31,-651.66,-445.13,-424.84,-301.17,-539.98,-522.06,-474.85,-492.6,-409.07,-441.59,-544.63,-645.44,-638.9,-589.97,-410.05,-574.65,-545.97,-593.0,-421.15,-380.51,-285.54,-252.16,-227.54,-248.29,-215.35,-282.42,-1170.95,-2353.2,-2830.62,-586.15,-674.97
2,-228.75,0.0,-511.29,-692.19,-896.45,-156.1,-764.55,-455.07,-363.76,-447.36,-543.97,-334.94,-481.47,-734.55,-448.31,-751.6,-412.41,-463.99,-451.24,-318.28,-502.45,-431.35,-509.71,-1726.02,-439.66,-429.34,-1300.68,-688.96,-453.72,-937.51,-429.64,-349.95,-461.02,-394.26,-352.32,-486.02,-500.69,-769.38,-411.21,-663.97,-450.2,-541.86,-688.53,-1308.81,-776.3,-2268.19,-436.75,-390.35,-804.5,-818.66,-768.01,-662.96,-387.04,-1261.67,-534.51,-405.5,-748.84,-211.26,-426.55,-310.01,-666.34,-264.53,-358.69,-799.33,-344.97,-621.51,-357.96,-1588.06,-800.84,-421.77,-439.23,-788.79,-746.95,-157.76,-514.78,-696.82,-854.57,-803.48,-871.63,-731.75,-546.12,-415.04,-437.25,-390.24,-166.6,-667.84,-758.37,-1385.68,-1372.15,-1216.65,-331.11,-315.58,-335.25,-295.38,-174.45,-169.21,-533.76,-685.04,-606.09,-657.05,-367.12,-439.05,-452.74,-454.82,-290.54,-414.75,-299.89,-347.05,-426.84,-455.68,-580.47,-681.42,-595.17,-1454.41,-1337.6,-1342.23,-318.95,-417.27,-469.98,-303.47,-617.23,-232.49,-369.21,-272.7,-238.49,616.1,-272.91,-338.19,-280.03,-259.35,-356.76,-691.22,-1098.85,-1695.5,-382.78,-378.02,-532.37,-274.73,-448.45,-421.04,-406.98,815.4,400.5,-246.99,342.2,-151.4,-339.35,-254.09,-1251.3,-1315.87,-834.68,-1079.07,-724.34,-1241.87,-1867.14,-914.17,-888.58,-682.37,-631.25,-453.72,-531.17,-453.71,-428.82,-422.6,-919.8,-675.74,-848.51,-1040.4,-1040.15,-1016.11,-944.88,-981.69,-949.28,-1007.48,-1941.71,-1857.05,-1571.78,-1687.59,-1294.56,-1356.97,-1245.59,-1176.39,-848.94,-722.14,-820.77,-1968.5,-585.35,-626.71,-521.27,-546.77,-399.87,-415.81,-483.01,-3173.77,-488.04,-500.22,-658.1,-571.6,-420.71,-370.56,-609.06,-653.4,-541.15,-520.86,-452.02,-636.0,-618.08,-611.19,-628.94,-545.41,-573.36,-640.65,-741.46,-734.92,-685.99,-535.41,-576.39,-547.71,-594.74,-422.89,-436.09,-436.39,-403.01,-378.39,-399.15,-366.2,-366.45,-1172.69,-2449.22,-2926.64,-391.28,-650.18
3,-368.33,-511.29,0.0,-996.28,-707.66,-489.29,-1068.63,-901.15,-243.96,-281.77,-577.79,-315.05,-505.29,-1047.29,-372.28,-535.33,-252.64,-544.24,375.82,-777.17,-935.35,-472.8,-775.08,-1760.48,-192.81,-203.05,-1188.12,-993.04,823.25,-701.63,-862.54,-302.17,-283.42,-832.8,-310.58,-509.84,-216.69,-1082.11,-323.15,-968.05,482.22,-926.02,-992.62,-1552.01,-1089.03,-2032.31,-806.72,-836.03,-1147.08,-1188.62,-1137.97,-967.05,-421.5,-1504.87,-558.33,-216.0,-1091.41,-670.14,619.75,-355.02,-1036.3,-428.68,-797.23,-1112.06,-432.49,-655.97,-671.99,-1622.52,-835.3,-791.73,708.25,-1131.37,-1051.04,-500.4,-538.6,-1003.88,-1197.14,-1146.06,-1197.51,-1074.33,-916.08,-785.0,-870.15,-828.79,-612.28,-935.4,-792.83,-1273.12,-1256.92,-1036.59,-365.57,-290.82,-232.54,-241.01,-335.11,-388.02,-837.85,-926.66,-910.17,-898.68,-206.27,-183.0,-205.89,-170.82,-359.44,-248.64,-387.41,-424.2,-550.06,-694.9,-753.72,-854.68,-584.3,-1635.06,-1326.74,-1304.53,-299.48,-367.32,-381.43,-556.81,-606.36,-422.42,-729.87,-467.25,-357.46,-481.68,-421.74,-266.39,-484.73,-323.29,-245.41,-995.31,-1441.42,-1934.72,-828.46,-823.7,-978.45,-303.03,-886.99,-612.48,-441.44,-514.7,-576.27,-365.96,-458.32,-543.52,-776.73,-692.64,-1138.74,-1203.31,-598.8,-905.0,-488.46,-1005.99,-2237.1,-1038.27,-923.03,-716.83,-655.07,-477.54,-554.99,499.35,-269.05,-334.55,-683.92,-439.86,-612.62,-804.52,-804.26,-780.23,-708.99,-745.81,-713.39,-771.6,-1705.83,-1621.17,-1606.24,-1722.05,-1537.75,-1600.17,-1488.79,-1419.59,-763.27,-609.58,-697.39,-1937.02,-369.07,-424.65,-555.72,-458.72,-327.89,-389.95,-394.96,-2937.89,-522.5,-534.68,-692.56,-606.06,-444.53,-394.39,-643.52,-687.86,814.28,740.33,-274.43,-400.12,-382.2,-327.19,-344.94,-261.4,-293.92,-424.37,-525.18,-518.64,-469.71,-262.39,-610.21,-582.17,-629.2,-457.35,-413.29,794.22,626.23,789.53,692.25,828.87,-278.4,-1204.5,-2213.34,-2690.76,-836.96,-639.32
4,-834.95,-692.19,-996.28,0.0,-1263.47,-776.41,218.17,-644.88,-820.79,-904.4,-1135.55,-930.4,-1101.78,464.56,-987.63,-1155.03,-869.45,-1031.99,-901.16,-605.16,-502.99,-825.36,-1019.45,-2299.07,-889.58,-886.38,-1652.75,358.48,-910.75,-1387.42,-430.17,-799.86,-918.05,-595.04,-925.93,-1106.33,-950.61,694.62,-938.5,566.78,-907.24,-1042.36,890.92,-1809.31,733.27,-2718.1,-343.24,-779.75,781.08,-224.95,-627.49,662.65,-1007.35,-1762.17,-1154.82,-855.42,-95.16,-831.57,-883.59,-759.92,-525.82,-634.97,-439.17,773.66,-728.73,-1213.09,-921.88,-2161.11,-1392.42,-357.67,-896.27,-135.12,704.54,-778.07,-1135.09,-205.45,-200.89,-149.81,-201.25,845.92,-294.48,-352.63,-437.78,-587.85,-719.33,-287.37,-1349.95,-1737.75,-1724.21,-1568.72,-951.42,-765.5,-785.16,-745.29,-628.78,-571.57,-257.87,-321.48,-208.71,-321.5,-824.16,-888.97,-902.65,-904.74,-740.45,-864.67,-749.8,-796.96,-747.25,-443.63,-423.5,-466.13,-728.24,-1171.49,-1336.52,-1465.28,-768.87,-805.21,-857.91,-464.51,-886.0,-852.8,-882.04,-893.02,-858.8,-661.97,-853.85,-821.99,-868.12,-843.46,-840.89,392.92,-445.17,-1412.58,-763.61,-754.04,-826.46,-895.04,-598.26,-975.69,-998.56,-739.33,-718.95,-867.3,-634.07,-573.68,-346.0,-437.58,-1603.37,-1667.94,-1284.6,-1431.14,-1174.26,-1691.79,-1726.62,-1414.67,-1461.63,-1273.95,-1251.56,-1074.03,-1151.48,-903.62,-885.85,-949.89,-1369.72,-1125.66,-1298.42,-1490.31,-1490.06,-1466.03,-1394.79,-1431.61,-1399.19,-1457.4,-2391.63,-2306.97,-2144.83,-2260.64,-1795.06,-1857.47,-1746.09,-1676.89,-1117.71,-1058.18,-1172.84,-1945.72,-988.78,-1001.97,-1112.84,-1074.07,-943.24,-1005.3,-1010.3,-3623.69,-1079.61,-1091.8,-1170.36,-1163.18,-1041.02,-990.88,-1200.63,-1244.98,-991.06,-970.78,-909.06,-1085.92,-1067.99,-1047.55,-1065.29,-981.76,-976.78,-1044.08,-1144.89,-1138.34,-1089.41,-938.84,-1167.97,-1139.29,-1186.32,-1014.47,-1028.64,-893.43,-860.05,-835.43,-856.18,-823.24,-893.75,-1764.27,-2899.14,-3376.56,-852.95,-811.69
5,-827.92,-896.45,-707.66,-1263.47,0.0,-942.31,-1312.88,-1254.33,-760.63,-803.5,-1099.52,-836.78,-1027.02,-1291.54,-894.01,-541.08,-774.38,-1065.97,-679.3,-1169.88,-1211.53,-601.19,-1296.82,-2282.21,-591.34,-724.78,-1062.62,-1237.29,-790.63,-735.45,-1138.72,-667.55,-805.16,-1183.0,-832.32,-1031.58,-645.95,-1326.36,-844.89,-1197.73,-740.63,-1393.46,-1222.29,-2073.74,-1333.28,-2386.31,-1082.89,-1241.95,-1391.33,-1464.8,-1414.15,-1196.72,-943.23,-2026.6,-1080.07,-631.46,-1335.67,-1062.86,-720.43,-642.56,-1312.48,-801.01,-1133.69,-1356.32,-624.4,-1177.7,-1148.42,-2144.25,-1357.04,-1067.91,-733.1,-1375.62,-1327.22,-953.42,-1060.33,-1280.06,-1441.39,-1390.31,-1441.76,-1318.58,-1192.26,-1061.18,-1146.33,-1178.98,-1018.2,-1103.25,-1314.56,-1147.63,-1134.09,-933.47,-887.3,-731.84,-658.7,-677.38,-776.72,-780.73,-1114.03,-1094.52,-1139.85,-1066.54,-712.57,-647.73,-596.99,-579.58,-638.11,-547.33,-637.52,-575.69,-767.72,-936.01,-817.02,-917.98,-646.89,-1650.73,-1303.77,-1275.02,-735.85,-495.71,-448.18,-874.28,-546.63,-917.85,-1182.89,-967.03,-857.24,-874.39,-917.18,-761.83,-980.17,-818.72,-767.14,-1271.49,-1685.67,-2002.54,-1234.38,-1229.62,-1383.97,-824.77,-1237.18,-1121.81,-963.17,-967.72,-968.98,-865.75,-851.03,-936.23,-1052.91,-1042.83,-1013.24,-1077.81,-602.02,-801.87,-504.95,-1360.0,-2513.28,-1560.0,-1444.77,-1238.56,-1176.8,-999.27,-1076.73,-681.76,-790.78,-856.28,-1067.11,-823.04,-995.81,-1158.53,-1158.27,-1134.24,-1063.0,-1099.82,-1067.4,-1125.61,-2059.84,-1975.18,-2127.97,-2243.78,-2059.49,-2121.9,-2010.53,-1941.32,-647.46,-490.32,-394.79,-1907.51,-385.17,736.33,-1077.46,-980.45,-849.62,-911.69,-916.69,-3291.9,-1044.23,-1056.41,-1214.29,-1127.79,-966.26,-916.12,-1165.25,-1209.59,-711.72,-795.16,-796.17,-910.3,-892.38,-608.02,-625.76,-542.23,-537.26,-430.13,-517.35,-524.39,-476.61,-499.31,-1131.94,-1103.9,-1150.93,-979.09,-935.02,-730.27,-696.89,-695.11,-693.02,-682.92,-800.13,-1558.5,-2567.35,-3044.77,-1242.88,-645.68
6,-238.47,-156.1,-489.29,-776.41,-942.31,0.0,-866.1,-463.25,-339.49,-396.63,-460.26,-262.12,-408.65,-817.47,-375.49,-738.52,-361.68,-356.7,-434.87,-344.05,-558.69,-504.4,-429.89,-1642.31,-426.57,-405.08,-1361.63,-790.51,-429.45,-924.42,-512.56,-342.95,-427.99,-440.19,-279.51,-413.2,-487.61,-852.29,-355.61,-765.53,-425.94,-532.08,-790.09,-1271.01,-859.21,-2255.1,-530.92,-398.13,-887.42,-914.08,-869.57,-764.52,-314.23,-1223.87,-461.7,-392.42,-831.75,-242.65,-402.29,-355.33,-767.89,-350.84,-441.6,-882.24,-418.02,-537.8,-254.92,-1504.34,-717.13,-515.93,-414.96,-871.71,-848.51,437.58,-441.96,-779.73,-937.48,-886.4,-954.54,-814.67,-647.68,-516.59,-520.16,-436.17,-174.38,-769.4,-674.66,-1446.64,-1433.1,-1259.39,-258.3,-298.25,-322.16,-282.29,-209.5,-262.41,-635.32,-786.59,-707.65,-758.6,-342.86,-425.97,-439.65,-441.74,-344.97,-401.67,-372.95,-409.74,-513.15,-557.24,-682.02,-782.98,-657.86,-1555.97,-1400.3,-1404.92,-305.86,-479.96,-532.26,-405.02,-679.92,770.37,-289.39,655.66,-165.67,-235.51,-248.64,-306.51,876.79,-186.53,-325.09,-792.78,-1181.76,-1797.06,-390.56,-385.79,-540.54,-201.92,-495.66,-313.75,-323.27,703.19,-158.53,-174.18,-190.58,-252.96,-422.27,-337.01,-1312.25,-1376.82,-821.6,-1127.79,-711.26,-1228.79,-1968.7,-848.91,-804.86,-598.66,-558.43,-380.9,-458.36,-437.33,-377.93,-367.0,-882.74,-638.67,-811.44,-1027.31,-1027.06,-1003.03,-931.79,-968.61,-936.19,-994.39,-1928.63,-1843.96,-1488.07,-1603.88,-1256.76,-1319.17,-1207.79,-1138.59,-911.63,-783.1,-881.73,-2031.19,-572.27,-627.84,-437.55,-491.18,-327.05,-342.99,-427.42,-3160.69,-404.32,-416.51,-574.38,-487.89,-347.89,-297.75,-525.34,-569.68,-528.06,-507.77,-419.0,-584.48,-566.56,-598.11,-615.85,-532.32,-560.27,-627.57,-728.38,-721.83,-672.9,-522.32,-492.68,-464.0,-511.03,-339.18,-363.27,-412.13,-378.75,-354.13,-374.88,-341.93,-310.86,-1088.98,-2436.13,-2913.56,-399.06,-712.87
7,-907.3,-764.55,-1068.63,218.17,-1312.88,-866.1,0.0,-754.39,-893.15,-976.76,-1245.06,-1002.75,-1192.99,268.36,-1059.98,-1227.39,-941.8,-1141.5,-973.52,-714.67,-612.5,-897.71,-1128.96,-2408.59,-961.93,-958.73,-1725.1,308.95,-983.11,-1459.78,-539.69,-872.22,-990.41,-704.55,-998.29,-1197.55,-1022.96,516.82,-1010.86,702.43,-979.59,-1151.87,-190.76,-1918.82,537.07,-2790.46,-452.75,-889.26,845.62,-334.46,-737.0,798.31,-1104.45,-1871.69,-1246.04,-927.77,-204.68,-928.66,-955.95,-832.28,-635.33,-707.33,-548.68,577.46,-801.08,-1322.6,-1031.39,-2270.62,-1501.94,-450.59,-968.62,-244.63,856.34,-875.16,-1226.31,-281.7,-310.4,-259.33,-310.77,843.4,-404.0,-462.15,-547.3,-697.36,-828.85,-359.73,-1459.46,-1810.11,-1796.57,-1641.08,-1048.52,-837.85,-857.52,-817.65,-701.13,-643.93,-330.22,-393.83,-281.06,-393.85,-896.52,-961.32,-975.01,-977.09,-812.8,-937.02,-822.16,-869.32,-819.61,-515.98,-495.86,-538.48,-800.6,-1243.85,-1408.87,-1537.64,-841.22,-877.57,-930.27,-536.87,-958.35,-943.54,-991.55,-990.11,-955.89,-734.33,-926.2,-894.34,-940.47,-915.81,-913.24,544.73,-554.69,-1484.94,-873.13,-863.56,-935.97,-969.51,-707.77,-1085.2,-1108.07,-836.42,-828.46,-964.4,-706.42,-646.04,-455.51,-547.09,-1675.72,-1740.29,-1356.95,-1503.49,-1246.61,-1764.14,-1836.14,-1524.18,-1571.14,-1383.46,-1342.77,-1165.24,-1242.7,-975.98,-958.21,-1022.25,-1442.07,-1198.01,-1370.78,-1562.67,-1562.42,-1538.38,-1467.15,-1503.96,-1471.55,-1529.75,-2463.98,-2379.32,-2254.35,-2370.16,-1904.57,-1966.98,-1855.61,-1786.4,-1190.06,-1130.54,-1245.2,-2018.08,-1061.13,-1074.33,-1222.36,-1146.42,-1015.59,-1077.66,-1082.66,-3696.04,-1189.13,-1201.31,-1279.88,-1272.69,-1132.23,-1082.09,-1310.15,-1354.49,-1063.42,-1043.13,-981.42,-1158.27,-1140.35,-1119.9,-1137.65,-1054.11,-1049.14,-1116.43,-1217.24,-1210.7,-1161.77,-1011.19,-1277.48,-1248.8,-1295.83,-1123.99,-1100.99,-965.78,-932.4,-907.78,-928.54,-895.59,-966.1,-1873.78,-2971.49,-3448.91,-962.47,-884.04
8,-650.34,-455.07,-901.15,-644.88,-1254.33,-463.25,-754.39,0.0,-745.66,-815.62,-721.24,-665.1,-744.86,-694.08,-791.84,-1119.64,-780.67,-539.9,-826.03,-248.57,-219.91,-750.22,-438.95,-1718.57,-814.44,-811.24,-1653.23,-694.42,-835.62,-1312.29,-283.1,-724.73,-842.92,883.4,-698.5,-816.18,-875.47,-728.91,-774.61,-714.45,-832.1,-461.86,-739.02,-1228.81,-735.83,-2642.97,-407.53,-199.24,-764.03,-746.74,-696.1,-713.45,-621.76,-1181.67,-763.08,-780.28,-708.37,-433.35,-808.46,-684.79,-594.42,-559.84,-300.37,-758.86,-653.59,-661.32,-434.67,-1580.61,-816.38,-392.55,-821.13,-748.32,-735.01,-426.35,-760.59,-656.35,-814.09,-763.01,-831.16,-691.28,-474.21,-343.13,-291.32,469.45,-305.02,-718.33,-798.18,-1738.23,-1724.69,-1569.2,-654.34,-690.36,-710.03,-670.16,-553.64,-496.44,-584.25,-735.52,-656.57,-707.53,-749.03,-813.83,-827.52,-829.6,-665.32,-789.53,-674.67,-721.83,-700.23,-506.17,-630.95,-731.91,-730.29,-1504.9,-1538.21,-1641.5,-693.73,-769.82,-822.52,-420.78,-907.53,-578.67,-301.54,-570.86,-584.66,-487.98,-662.9,-725.5,-626.21,-605.52,-744.08,-673.21,-1058.38,-1745.98,-183.11,-173.54,-271.17,-620.91,-181.95,-399.02,-545.51,-440.79,-445.55,-587.16,-460.08,-399.7,-298.88,-237.18,-1603.85,-1668.42,-1209.46,-1431.61,-1099.12,-1616.65,-1795.23,-834.17,-881.13,-722.18,-938.08,-702.53,-755.16,-828.49,-796.93,-786.0,-1294.58,-1050.52,-1223.29,-1326.81,-1384.16,-1390.89,-1319.66,-1356.47,-1324.06,-1382.26,-2316.49,-2231.83,-1564.33,-1680.14,-1214.55,-1276.97,-1165.59,-1096.39,-1139.24,-1074.69,-1173.32,-2169.1,-953.39,-979.26,-617.43,-910.17,-743.4,-745.97,-846.41,-3548.55,-527.84,-540.03,-589.86,-591.11,-750.87,-700.73,-648.86,-693.21,-915.93,-895.64,-833.93,-1003.47,-985.55,-985.97,-1003.72,-920.18,-941.39,-1008.69,-1109.49,-1102.95,-1054.02,-903.44,-753.66,-680.99,-735.44,-600.16,-766.25,-818.29,-784.91,-760.29,-781.05,-748.1,-729.85,-1305.96,-2824.0,-3301.42,-272.45,-897.61
9,838.2,-363.76,-243.96,-820.79,-760.63,-339.49,-893.15,-745.66,0.0,331.63,-426.15,-163.41,-353.65,-868.68,-220.64,-523.85,660.89,-392.6,836.07,-593.7,-756.75,-433.48,-623.44,-1608.84,-181.38,332.22,-1176.64,-814.43,695.78,-690.19,-683.94,-216.78,537.65,-649.34,-158.94,-358.2,-205.25,-903.51,862.3,-789.45,767.73,-774.38,-814.01,-1400.37,-910.43,-2020.87,-628.11,-652.57,-968.48,-1010.01,-959.37,-788.44,-269.86,-1353.23,-406.69,-177.75,-912.81,-486.68,751.21,-269.63,-857.69,-292.98,-613.77,-933.46,-347.1,-504.33,-502.42,-1470.87,-683.66,-613.12,872.4,-952.76,-872.43,-316.94,-386.96,-825.28,-1018.54,-967.46,-1018.9,-895.72,-737.48,-606.4,-691.54,-645.33,-428.82,-793.32,-641.19,-1261.65,-1245.48,-1025.15,-213.93,550.78,-147.15,-155.63,-151.64,-204.55,-659.24,-810.52,-731.57,-782.53,465.05,-171.57,-194.45,-159.38,-274.05,-186.99,-302.02,-338.82,-455.29,-581.16,-657.75,-758.71,-572.82,-1579.89,-1315.26,-1293.06,-207.43,-355.84,-369.95,-389.09,-594.88,-238.95,-546.41,-288.13,-178.34,-298.21,-238.28,385.55,-301.27,-139.82,303.42,-816.7,-1262.82,-1820.98,-645.0,-640.23,-794.98,-151.39,-703.53,-442.91,-289.8,-331.23,-392.8,-186.84,-274.86,-360.05,-594.43,-509.17,-1127.26,-1191.83,-587.37,-893.56,-477.02,-994.55,-2058.5,-886.63,-771.39,-565.19,-503.43,-325.9,-403.35,-151.65,491.61,-182.9,-672.49,-428.42,-601.19,-793.08,-792.83,-768.79,-697.56,-734.37,-701.96,-760.16,-1694.4,-1609.73,-1454.6,-1570.41,-1386.11,-1448.53,-1337.15,-1267.95,-751.79,-598.1,-685.92,-1925.55,-357.6,-413.17,-404.08,-307.08,-176.25,-238.31,-243.32,-2926.45,-370.86,-383.04,-540.91,-454.42,-292.89,-242.74,-491.88,-536.22,-293.83,-273.54,623.13,-388.68,-370.76,-315.75,-333.5,-249.97,-282.49,-412.9,-513.71,-507.16,-458.23,-250.95,-458.57,-430.53,-477.56,-305.71,-261.65,535.28,634.89,460.45,540.34,419.91,825.07,-1055.51,-2201.9,-2679.32,-653.5,-627.84
