AID,count
2987,0
2988,0
2989,0
2990,1
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
2997,0
2998,8
2999,38
3000,0
3001,8
3002,0
3003,1
3004,7
3005,0
3006,2
3007,0
3008,5
3009,12
3010,160
3011,0
3012,0
3013,16
3014,0
3015,0
3016,1802
3017,219
3018,29
3019,194
3020,159
3021,309
3022,31
3023,39
3024,216
3025,12
3026,5
3027,70
3028,243
3029,11
3030,26
3031,139
3032,4
3033,95
3034,126
3035,323
3036,129
3037,74
3038,47
3039,8
3040,1
3041,109
3042,17
3043,17
3044,0
3045,32
3046,29
3047,288
3048,5
3049,11
3050,10
3051,9
3052,17
3053,4
3054,10
3055,32
3056,6
3057,43
3058,1
3059,4
3060,3
3061,8
3062,21
3063,59
3064,29
3065,6
3066,9
3067,19
3068,222
3069,2
3070,3
3071,62
3072,12
3073,0
3074,0
3075,450
3076,2
3077,6
3078,43
3079,2
3080,0
3081,1
3082,20
3083,0
3084,6
3085,129
3086,0
3087,0
3088,47
3089,2
3090,0
3091,10
3092,2
3093,4
3094,0
3095,0
3096,0
3097,6
3098,0
3099,8
3100,12
3101,0
3102,0
3103,0
3104,0
3105,57
3106,135
3107,32
3108,227
3109,640
3110,578
3111,47
3112,0
3113,1
3114,5
3115,2
3116,64
3117,176
3118,10
3119,2
3120,480
3121,53
3122,68
3123,1892
3124,5
3125,7
3126,0
3127,54
3128,37
3129,1
3130,168
3131,10
3132,0
3133,0
3134,24
3135,0
3136,0
3137,2551
3138,15
3139,13
3140,126
3141,189
3142,1111
3143,93
3144,566
3145,44
3146,39
3147,38
3148,6
3149,143
3150,9
3151,4
3152,0
3153,0
3154,3
3155,7
3156,0
3157,0
3158,54
3159,0
3160,108
3161,0
3162,0
3163,0
3164,211
3165,6
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,9
3173,0
3174,0
3175,0
3176,7
3177,65
3178,57
3179,0
3180,0
3181,231
3182,26
3183,1
3184,5
3185,34
3186,0
3187,24
3188,77
3189,0
3190,0
3191,0
3192,1
3193,0
3194,0
3195,0
3196,5
3197,0
3198,103
3199,2
3200,0
3201,0
3202,9
3203,24
3204,16
3205,1
3206,29
3207,0
3208,36
3209,0
3210,0
3211,0
3212,0
3213,40
3214,11
3215,4
3216,0
3217,0
3218,4
3219,0
3220,0
3221,0
3222,1
3223,0
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,8
3231,51
3232,0
3233,7
3234,0
3235,1
3236,7
3237,0
3238,3
3239,0
3240,5
3241,9
3242,166
3243,0
3244,0
3245,17
3246,0
3247,0
3248,2101
3249,246
3250,33
3251,238
3252,177
3253,355
3254,54
3255,43
3256,236
3257,13
3258,7
3259,83
3260,261
3261,16
3262,43
3263,164
3264,7
3265,103
3266,149
3267,345
3268,144
3269,95
3270,57
3271,9
3272,3
3273,112
3274,17
3275,27
3276,0
3277,30
3278,39
3279,327
3280,4
3281,11
3282,20
3283,8
3284,19
3285,4
3286,9
3287,47
3288,5
3289,47
3290,0
3291,3
3292,4
3293,8
3294,25
3295,64
3296,32
3297,5
3298,8
3299,22
3300,237
3301,2
3302,2
3303,65
3304,18
3305,0
3306,0
3307,533
3308,3
3309,11
3310,49
3311,1
3312,0
3313,4
3314,22
3315,0
3316,7
3317,135
3318,0
3319,0
3320,43
3321,7
3322,0
3323,11
3324,1
3325,4
3326,0
3327,0
3328,0
3329,6
3330,0
3331,15
3332,12
3333,0
3334,0
3335,0
3336,0
3337,62
3338,147
3339,35
3340,246
3341,695
3342,680
3343,48
3344,0
3345,1
3346,6
3347,3
3348,69
3349,196
3350,9
3351,1
3352,519
3353,87
3354,74
3355,2261
3356,7
3357,7
3358,0
3359,61
3360,37
3361,1
3362,186
3363,8
3364,0
3365,0
3366,20
3367,0
3368,0
3369,2842
3370,19
3371,10
3372,147
3373,212
3374,1249
3375,124
3376,623
3377,48
3378,35
3379,55
3380,15
3381,169
3382,11
3383,5
3384,0
3385,0
3386,3
3387,8
3388,0
3389,0
3390,69
3391,0
3392,134
3393,0
3394,0
3395,0
3396,234
3397,10
3398,0
3399,0
3400,0
3401,0
3402,0
3403,0
3404,9
3405,0
3406,0
3407,0
3408,7
3409,80
3410,57
3411,0
3412,0
3413,296
3414,30
3415,2
3416,6
3417,59
3418,0
3419,28
3420,90
3421,0
3422,0
3423,0
3424,2
3425,0
3426,0
3427,0
3428,6
3429,0
3430,114
3431,6
3432,0
3433,0
3434,9
3435,33
3436,16
3437,1
3438,40
3439,0
3440,49
3441,0
3442,0
3443,0
3444,0
3445,39
3446,12
3447,4
3448,0
3449,0
3450,5
3451,0
3452,0
3453,0
3454,1
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,13
3463,69
3464,0
3465,8
3466,0
3467,1
3468,7
3469,0
3470,1
3471,0
3472,2
3473,13
3474,221
3475,0
3476,1
3477,16
3478,0
3479,0
3480,2466
3481,279
3482,39
3483,285
3484,201
3485,465
3486,75
3487,44
3488,277
3489,26
3490,8
3491,104
3492,270
3493,29
3494,77
3495,201
3496,8
3497,109
3498,177
3499,374
3500,150
3501,121
3502,80
3503,11
3504,1
3505,112
3506,17
3507,37
3508,3
3509,31
3510,36
3511,335
3512,8
3513,18
3514,31
3515,13
3516,27
3517,22
3518,12
3519,49
3520,6
3521,46
3522,0
3523,6
3524,6
3525,13
3526,26
3527,70
3528,38
3529,8
3530,18
3531,28
3532,265
3533,4
3534,2
3535,69
3536,17
3537,0
3538,0
3539,627
3540,8
3541,10
3542,56
3543,0
3544,0
3545,5
3546,27
3547,0
3548,7
3549,143
3550,0
3551,0
3552,45
3553,9
3554,0
3555,10
3556,1
3557,4
3558,0
3559,0
3560,0
3561,6
3562,0
3563,13
3564,12
3565,0
3566,0
3567,0
3568,0
3569,67
3570,179
3571,51
3572,276
3573,761
3574,773
3575,58
3576,0
3577,1
3578,8
3579,2
3580,82
3581,209
3582,11
3583,6
3584,583
3585,99
3586,79
3587,2942
3588,14
3589,11
3590,1
3591,112
3592,35
3593,1
3594,262
3595,11
3596,0
3597,0
3598,20
3599,0
3600,0
3601,3229
3602,22
3603,18
3604,171
3605,230
3606,1466
3607,160
3608,649
3609,67
3610,46
3611,70
3612,22
3613,190
3614,11
3615,4
3616,0
3617,0
3618,5
3619,5
3620,0
3621,0
3622,73
3623,0
3624,171
3625,0
3626,0
3627,0
3628,288
3629,10
3630,0
3631,0
3632,0
3633,0
3634,0
3635,0
3636,14
3637,0
3638,0
3639,0
3640,7
3641,86
3642,62
3643,0
3644,0
3645,432
3646,31
3647,2
3648,8
3649,55
3650,0
3651,33
3652,106
3653,0
3654,0
3655,0
3656,2
3657,0
3658,1
3659,0
3660,7
3661,0
3662,116
3663,4
3664,0
3665,0
3666,15
3667,41
3668,16
3669,1
3670,45
3671,0
3672,81
3673,0
3674,0
3675,0
3676,0
3677,47
3678,17
3679,4
3680,0
3681,0
3682,8
3683,0
3684,1
3685,0
3686,1
3687,0
3688,0
3689,0
3690,0
3691,0
3692,0
3693,0
3694,14
3695,99
3696,0
3697,12
3698,0
3699,1
3700,7
3701,2
3702,6
3703,0
3704,4
3705,14
3706,246
3707,0
3708,0
3709,20
3710,0
3711,0
3712,2927
3713,302
3714,41
3715,354
3716,216
3717,542
3718,120
3719,64
3720,328
3721,28
3722,11
3723,125
3724,303
3725,39
3726,133
3727,247
3728,11
3729,114
3730,216
3731,416
3732,161
3733,161
3734,94
3735,19
3736,5
3737,132
3738,24
3739,47
3740,6
3741,32
3742,41
3743,393
3744,9
3745,20
3746,38
3747,24
3748,34
3749,25
3750,16
3751,71
3752,9
3753,51
3754,0
3755,4
3756,8
3757,23
3758,32
3759,75
3760,42
3761,7
3762,28
3763,29
3764,281
3765,4
3766,2
3767,70
3768,21
3769,0
3770,1
3771,690
3772,11
3773,7
3774,72
3775,7
3776,0
3777,5
3778,25
3779,0
3780,6
3781,155
3782,0
3783,0
3784,51
3785,10
3786,0
3787,13
3788,4
3789,3
3790,0
3791,0
3792,0
3793,7
3794,0
3795,18
3796,13
3797,0
3798,0
3799,1
3800,0
3801,73
3802,193
3803,54
3804,292
3805,797
3806,899
3807,65
3808,0
3809,2
3810,6
3811,1
3812,101
3813,230
3814,13
3815,8
3816,666
3817,144
3818,91
3819,3593
3820,10
3821,8
3822,2
3823,139
3824,40
3825,1
3826,318
3827,12
3828,0
3829,0
3830,20
3831,0
3832,0
3833,3635
3834,25
3835,18
3836,181
3837,234
3838,1676
3839,210
3840,696
3841,71
3842,56
3843,98
3844,32
3845,224
3846,11
3847,7
3848,0
3849,0
3850,12
3851,10
3852,0
3853,0
3854,70
3855,0
3856,182
3857,0
3858,0
3859,0
3860,378
3861,11
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,19
3869,1
3870,2
3871,0
3872,7
3873,100
3874,70
3875,0
3876,0
3877,519
3878,36
3879,1
3880,10
3881,71
3882,0
3883,32
3884,126
3885,0
3886,0
3887,0
3888,3
3889,0
3890,0
3891,0
3892,8
3893,0
3894,120
3895,7
3896,0
3897,0
3898,15
3899,41
3900,17
3901,1
3902,61
3903,0
3904,109
3905,0
3906,0
3907,0
3908,0
3909,46
3910,11
3911,4
3912,0
3913,1
3914,13
3915,0
3916,2
3917,0
3918,3
3919,0
3920,0
3921,0
3922,0
3923,0
3924,0
3925,0
3926,22
3927,145
3928,1
3929,11
3930,0
3931,1
3932,10
3933,4
3934,4
3935,0
3936,2
3937,19
3938,294
3939,0
3940,0
3941,17
3942,0
3943,0
3944,3303
3945,308
3946,47
3947,431
3948,241
3949,594
3950,146
3951,69
3952,345
3953,41
3954,11
3955,122
3956,309
3957,47
3958,170
3959,271
3960,16
3961,122
3962,255
3963,421
3964,156
3965,150
3966,108
3967,27
3968,10
3969,168
3970,37
3971,86
3972,8
3973,36
3974,37
3975,439
3976,16
3977,20
3978,61
3979,31
3980,39
3981,24
3982,12
3983,95
3984,8
3985,51
3986,2
3987,8
3988,18
3989,34
3990,44
3991,89
3992,47
3993,7
3994,37
3995,32
3996,313
3997,6
3998,1
3999,82
4000,20
4001,0
4002,1
4003,876
4004,22
4005,8
4006,66
4007,9
4008,0
4009,2
4010,27
4011,0
4012,7
4013,154
4014,0
4015,0
4016,48
4017,6
4018,0
4019,17
4020,2
4021,5
4022,0
4023,0
4024,0
4025,7
4026,0
4027,22
4028,13
4029,0
4030,1
4031,0
4032,0
4033,71
4034,191
4035,55
4036,306
4037,824
4038,998
4039,65
4040,0
4041,3
4042,6
4043,2
4044,111
4045,276
4046,16
4047,12
4048,712
4049,132
4050,105
4051,4001
4052,13
4053,13
4054,0
4055,139
4056,40
4057,4
4058,334
4059,9
4060,0
4061,0
4062,16
4063,0
4064,0
4065,4011
4066,24
4067,23
4068,197
4069,234
4070,1821
4071,219
4072,741
4073,79
4074,53
4075,95
4076,32
4077,235
4078,12
4079,5
4080,0
4081,0
4082,14
4083,13
4084,0
4085,0
4086,81
4087,0
4088,199
4089,0
4090,0
4091,0
4092,382
4093,12
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,26
4101,0
4102,1
4103,0
4104,7
4105,114
4106,67
4107,0
4108,0
4109,504
4110,38
4111,3
4112,8
4113,66
4114,0
4115,39
4116,132
4117,3
4118,0
4119,1
4120,2
4121,0
4122,1
4123,0
4124,13
4125,0
4126,136
4127,8
4128,0
4129,0
4130,13
4131,57
4132,30
4133,1
4134,66
4135,0
4136,104
4137,0
4138,0
4139,0
4140,0
4141,54
4142,16
4143,4
4144,0
4145,2
4146,8
4147,0
4148,3
4149,0
4150,3
4151,0
4152,4
4153,0
4154,0
4155,0
4156,0
4157,0
4158,24
4159,136
4160,2
4161,12
4162,0
4163,2
4164,8
4165,3
4166,6
4167,0
4168,4
4169,21
4170,300
4171,0
4172,0
4173,22
4174,0
4175,0
4176,3709
4177,354
4178,83
4179,492
4180,269
4181,710
4182,168
4183,89
4184,368
4185,36
4186,11
4187,139
4188,353
4189,51
4190,207
4191,319
4192,23
4193,124
4194,286
4195,458
4196,163
4197,168
4198,128
4199,49
4200,9
4201,178
4202,42
4203,87
4204,14
4205,42
4206,53
4207,461
4208,23
4209,24
4210,74
4211,58
4212,36
4213,32
4214,12
4215,94
4216,9
4217,56
4218,3
4219,10
4220,12
4221,39
4222,45
4223,92
4224,60
4225,9
4226,47
4227,32
4228,332
4229,8
4230,6
4231,81
4232,21
4233,0
4234,4
4235,957
4236,20
4237,11
4238,70
4239,9
4240,0
4241,4
4242,40
4243,0
4244,7
4245,165
4246,0
4247,0
4248,54
4249,12
4250,0
4251,15
4252,3
4253,4
4254,3
4255,0
4256,0
4257,6
4258,0
4259,23
4260,14
4261,0
4262,2
4263,2
4264,0
4265,73
4266,189
4267,71
4268,331
4269,869
4270,1121
4271,69
4272,0
4273,5
4274,10
4275,2
4276,125
4277,279
4278,17
4279,9
4280,765
4281,146
4282,132
4283,4508
4284,20
4285,14
4286,1
4287,179
4288,42
4289,3
4290,353
4291,14
4292,0
4293,0
4294,20
4295,0
4296,0
4297,4389
4298,37
4299,23
4300,216
4301,242
4302,1931
4303,206
4304,774
4305,92
4306,55
4307,113
4308,51
4309,265
4310,10
4311,6
4312,0
4313,0
4314,15
4315,13
4316,0
4317,0
4318,84
4319,0
4320,205
4321,0
4322,0
4323,0
4324,437
4325,19
4326,0
4327,0
4328,0
4329,2
4330,0
4331,0
4332,23
4333,2
4334,3
4335,0
4336,8
4337,150
4338,75
4339,0
4340,3
4341,545
4342,47
4343,6
4344,8
4345,90
4346,0
4347,38
4348,156
4349,0
4350,0
4351,0
4352,8
4353,0
4354,1
4355,0
4356,9
4357,0
4358,148
4359,4
4360,0
4361,0
4362,17
4363,71
4364,32
4365,2
4366,84
4367,0
4368,117
4369,0
4370,0
4371,0
4372,0
4373,54
4374,18
4375,5
4376,0
4377,0
4378,15
4379,0
4380,7
4381,1
4382,1
4383,0
4384,1
4385,0
4386,0
4387,0
4388,0
4389,0
4390,22
4391,161
4392,1
4393,12
4394,0
4395,1
4396,7
4397,2
4398,13
4399,0
4400,4
4401,21
4402,334
4403,0
4404,2
4405,30
4406,0
4407,0
4408,4160
4409,373
4410,97
4411,586
4412,271
4413,768
4414,214
4415,101
4416,459
4417,53
4418,9
4419,152
4420,369
4421,92
4422,251
4423,360
4424,21
4425,131
4426,355
4427,489
4428,170
4429,161
4430,141
4431,56
4432,18
4433,190
4434,49
4435,111
4436,25
4437,45
4438,51
4439,495
4440,28
4441,26
4442,94
4443,78
4444,40
4445,40
4446,17
4447,132
4448,9
4449,63
4450,3
4451,17
4452,22
4453,63
4454,58
4455,94
4456,78
4457,12
4458,66
4459,40
4460,359
4461,16
4462,2
4463,74
4464,26
4465,0
4466,6
4467,1155
4468,18
4469,10
4470,74
4471,14
4472,0
4473,7
4474,37
4475,0
4476,7
4477,182
4478,0
4479,0
4480,57
4481,12
4482,0
4483,13
4484,7
4485,5
4486,4
4487,0
4488,0
4489,5
4490,0
4491,21
4492,15
4493,0
4494,4
4495,3
4496,0
4497,74
4498,213
4499,83
4500,335
4501,904
4502,1206
4503,64
4504,0
4505,5
4506,13
4507,2
4508,123
4509,291
4510,18
4511,6
4512,786
4513,166
4514,120
4515,4836
4516,19
4517,14
4518,0
4519,216
4520,45
4521,12
4522,384
4523,22
4524,0
4525,0
4526,19
4527,0
4528,0
4529,4824
4530,35
4531,17
4532,207
4533,239
4534,2089
4535,255
4536,777
4537,67
4538,56
4539,120
4540,55
4541,277
4542,10
4543,8
4544,0
4545,0
4546,18
4547,15
4548,0
4549,0
4550,85
4551,0
4552,250
4553,0
4554,0
4555,0
4556,485
4557,24
4558,0
4559,0
4560,0
4561,2
4562,0
4563,0
4564,29
4565,3
4566,1
4567,0
4568,7
4569,181
4570,86
4571,0
4572,5
4573,619
4574,54
4575,4
4576,7
4577,96
4578,0
4579,40
4580,163
4581,0
4582,0
4583,1
4584,4
4585,0
4586,2
4587,0
4588,17
4589,0
4590,142
4591,6
4592,0
4593,0
4594,15
4595,73
4596,35
4597,1
4598,106
4599,0
4600,110
4601,0
4602,0
4603,0
4604,0
4605,63
4606,20
4607,6
4608,0
4609,3
4610,16
4611,0
4612,7
4613,1
4614,1
4615,1
4616,6
4617,0
4618,0
4619,0
4620,0
4621,0
4622,32
4623,162
4624,1
4625,12
4626,0
4627,3
4628,9
4629,10
4630,20
4631,0
4632,4
4633,26
4634,375
4635,0
4636,3
4637,40
4638,0
4639,0
4640,4653
4641,363
4642,126
4643,734
4644,319
4645,799
4646,304
4647,126
4648,531
4649,54
4650,11
4651,157
4652,363
4653,112
4654,299
4655,334
4656,30
4657,138
4658,415
4659,509
4660,180
4661,193
4662,161
4663,65
4664,14
4665,221
4666,61
4667,172
4668,22
4669,50
4670,60
4671,518
4672,30
4673,31
4674,105
4675,90
4676,40
4677,63
4678,24
4679,180
4680,10
4681,61
4682,6
4683,27
4684,28
4685,82
4686,60
4687,113
4688,93
4689,13
4690,61
4691,48
4692,385
4693,14
4694,3
4695,78
4696,30
4697,0
4698,10
4699,1296
4700,21
4701,10
4702,72
4703,16
4704,0
4705,1
4706,40
4707,1
4708,10
4709,179
4710,0
4711,0
4712,54
4713,10
4714,0
4715,13
4716,4
4717,9
4718,11
4719,0
4720,0
4721,6
4722,0
4723,20
4724,12
4725,0
4726,6
4727,1
4728,0
4729,86
4730,228
4731,68
4732,348
4733,942
4734,1252
4735,67
4736,0
4737,7
4738,18
4739,1
4740,138
4741,324
4742,16
4743,10
4744,831
4745,180
4746,144
4747,5399
4748,31
4749,17
4750,0
4751,248
4752,59
4753,6
4754,393
4755,20
4756,0
4757,0
4758,16
4759,0
4760,0
4761,5276
4762,38
4763,20
4764,233
4765,248
4766,2146
4767,281
4768,821
4769,84
4770,74
4771,143
4772,67
4773,301
4774,12
4775,13
4776,0
4777,0
4778,23
4779,13
4780,0
4781,0
4782,87
4783,0
4784,220
4785,0
4786,0
4787,0
4788,552
4789,25
4790,0
4791,0
4792,0
4793,2
4794,0
4795,0
4796,29
4797,5
4798,1
4799,0
4800,7
4801,204
4802,81
4803,0
4804,2
4805,599
4806,53
4807,7
4808,8
4809,92
4810,0
4811,39
4812,170
4813,3
4814,0
4815,2
4816,5
4817,0
4818,2
4819,0
4820,25
4821,0
4822,143
4823,4
4824,0
4825,0
4826,18
4827,73
4828,40
4829,1
4830,155
4831,0
4832,125
4833,0
4834,0
4835,0
4836,0
4837,61
4838,22
4839,5
4840,0
4841,1
4842,15
4843,0
4844,6
4845,1
4846,1
4847,0
4848,4
4849,0
4850,0
4851,0
4852,0
4853,0
4854,28
4855,156
4856,0
4857,9
4858,0
4859,2
4860,6
4861,6
4862,27
4863,0
4864,22
4865,29
4866,405
4867,0
4868,7
4869,45
4870,0
4871,0
4872,5309
4873,412
4874,155
4875,835
4876,328
4877,867
4878,374
4879,128
4880,627
4881,78
4882,19
4883,206
4884,382
4885,120
4886,326
4887,372
4888,33
4889,146
4890,477
4891,536
4892,185
4893,189
4894,194
4895,71
4896,17
4897,274
4898,68
4899,223
4900,22
4901,59
4902,52
4903,542
4904,40
4905,30
4906,128
4907,96
4908,45
4909,61
4910,11
4911,234
4912,12
4913,65
4914,11
4915,39
4916,27
4917,98
4918,62
4919,100
4920,103
4921,16
4922,73
4923,54
4924,389
4925,14
4926,5
4927,82
4928,30
4929,0
4930,5
4931,1392
4932,29
4933,10
4934,72
4935,18
4936,0
4937,9
4938,53
4939,0
4940,11
4941,185
4942,0
4943,0
4944,58
4945,22
4946,0
4947,17
4948,5
4949,10
4950,13
4951,0
4952,0
4953,6
4954,0
4955,18
4956,16
4957,0
4958,6
4959,1
4960,1
4961,92
4962,229
4963,92
4964,389
4965,947
4966,1391
4967,66
4968,0
4969,6
4970,18
4971,1
4972,168
4973,301
4974,17
4975,10
4976,861
4977,255
4978,150
4979,5678
4980,35
4981,17
4982,2
4983,238
4984,67
4985,8
4986,431
4987,23
4988,0
4989,0
4990,18
4991,0
4992,0
4993,5863
4994,35
4995,20
4996,237
4997,236
4998,2287
4999,309
5000,800
5001,87
5002,66
5003,126
5004,47
5005,331
5006,10
5007,14
5008,0
5009,0
5010,29
5011,17
5012,0
5013,0
5014,92
5015,0
5016,245
5017,0
5018,0
5019,0
5020,578
5021,31
5022,0
5023,0
5024,0
5025,1
5026,0
5027,0
5028,34
5029,3
5030,4
5031,0
5032,8
5033,242
5034,91
5035,0
5036,4
5037,688
5038,60
5039,14
5040,9
5041,101
5042,0
5043,51
5044,184
5045,5
5046,0
5047,1
5048,5
5049,0
5050,7
5051,0
5052,25
5053,0
5054,162
5055,12
5056,0
5057,0
5058,15
5059,94
5060,41
5061,1
5062,159
5063,0
5064,136
5065,0
5066,0
5067,0
5068,0
5069,54
5070,32
5071,5
5072,0
5073,3
5074,18
5075,3
5076,9
5077,3
5078,2
5079,0
5080,4
5081,0
5082,0
5083,0
5084,0
5085,0
5086,34
5087,178
5088,1
5089,10
5090,0
5091,3
5092,6
5093,6
5094,24
5095,0
5096,21
5097,32
5098,431
5099,0
5100,15
5101,47
5102,0
5103,0
5104,5905
5105,422
5106,160
5107,934
5108,338
5109,910
5110,421
5111,153
5112,718
5113,80
5114,19
5115,222
5116,438
5117,145
5118,362
5119,376
5120,39
5121,146
5122,506
5123,558
5124,184
5125,201
5126,209
5127,79
5128,15
5129,294
5130,81
5131,224
5132,23
5133,58
5134,75
5135,543
5136,39
5137,33
5138,137
5139,85
5140,51
5141,43
5142,15
5143,258
5144,7
5145,70
5146,10
5147,38
5148,18
5149,117
5150,69
5151,113
5152,103
5153,16
5154,73
5155,70
5156,399
5157,27
5158,3
5159,82
5160,33
5161,0
5162,4
5163,1540
5164,22
5165,8
5166,76
5167,14
5168,0
5169,10
5170,47
5171,0
5172,15
5173,198
5174,1
5175,0
5176,59
5177,21
5178,0
5179,18
5180,5
5181,9
5182,12
5183,0
5184,0
5185,6
5186,0
5187,31
5188,15
5189,0
5190,5
5191,3
5192,3
5193,95
5194,230
5195,105
5196,395
5197,953
5198,1402
5199,75
5200,0
5201,4
5202,20
5203,2
5204,168
5205,330
5206,20
5207,11
5208,847
5209,204
5210,147
5211,6082
5212,38
5213,22
5214,0
5215,248
5216,66
5217,9
5218,429
5219,21
5220,0
5221,0
5222,22
5223,0
5224,0
5225,6454
5226,38
5227,23
5228,259
5229,264
5230,2482
5231,337
5232,841
5233,95
5234,77
5235,169
5236,52
5237,337
5238,11
5239,14
5240,0
5241,0
5242,30
5243,14
5244,0
5245,0
5246,85
5247,0
5248,286
5249,0
5250,0
5251,0
5252,645
5253,44
5254,0
5255,0
5256,0
5257,5
5258,0
5259,0
5260,38
5261,2
5262,4
5263,0
5264,6
5265,265
5266,81
5267,0
5268,5
5269,664
5270,51
5271,13
5272,9
5273,87
5274,0
5275,46
5276,215
5277,1
5278,0
5279,1
5280,5
5281,0
5282,3
5283,0
5284,37
5285,0
5286,166
5287,9
5288,0
5289,0
5290,20
5291,80
5292,43
5293,2
5294,184
5295,0
5296,163
5297,0
5298,0
5299,0
5300,0
5301,80
5302,33
5303,6
5304,0
5305,1
5306,13
5307,0
5308,10
5309,2
5310,6
5311,0
5312,7
5313,0
5314,0
5315,0
5316,0
5317,0
5318,38
5319,196
5320,1
5321,10
5322,0
5323,4
5324,6
5325,2
5326,36
5327,0
5328,23
5329,58
5330,438
5331,0
5332,8
5333,45
5334,0
5335,0
5336,6533
5337,408
5338,151
5339,1082
5340,340
5341,945
5342,487
5343,151
5344,815
5345,88
5346,17
5347,230
5348,453
5349,148
5350,373
5351,374
5352,43
5353,154
5354,575
5355,602
5356,208
5357,191
5358,245
5359,82
5360,31
5361,316
5362,84
5363,247
5364,26
5365,67
5366,85
5367,551
5368,45
5369,33
5370,169
5371,100
5372,57
5373,52
5374,12
5375,284
5376,9
5377,62
5378,9
5379,43
5380,28
5381,119
5382,80
5383,119
5384,105
5385,17
5386,70
5387,66
5388,418
5389,21
5390,2
5391,83
5392,35
5393,0
5394,11
5395,1566
5396,24
5397,8
5398,87
5399,17
5400,0
5401,10
5402,54
5403,1
5404,10
5405,206
5406,0
5407,0
5408,57
5409,24
5410,0
5411,22
5412,5
5413,10
5414,17
5415,0
5416,0
5417,6
5418,0
5419,30
5420,14
5421,0
5422,7
5423,4
5424,0
5425,104
5426,227
5427,121
5428,411
5429,1008
5430,1509
5431,83
5432,0
5433,3
5434,23
5435,1
5436,195
5437,346
5438,22
5439,29
5440,827
5441,197
5442,156
5443,6096
5444,48
5445,16
5446,0
5447,276
5448,66
5449,8
5450,423
5451,27
5452,0
5453,0
5454,21
5455,0
5456,0
5457,6980
5458,36
5459,18
5460,240
5461,247
5462,2607
5463,335
5464,850
5465,106
5466,73
5467,165
5468,60
5469,356
5470,11
5471,20
5472,0
5473,0
5474,32
5475,14
5476,0
5477,0
5478,92
5479,0
5480,279
5481,0
5482,0
5483,0
5484,683
5485,41
5486,0
5487,0
5488,0
5489,6
5490,0
5491,0
5492,38
5493,3
5494,7
5495,0
5496,6
5497,305
5498,96
5499,0
5500,5
5501,664
5502,51
5503,11
5504,11
5505,100
5506,0
5507,46
5508,216
5509,2
5510,0
5511,1
5512,4
5513,0
5514,1
5515,0
5516,35
5517,0
5518,172
5519,9
5520,0
5521,0
5522,19
5523,105
5524,45
5525,3
5526,214
5527,0
5528,155
5529,0
5530,0
5531,0
5532,0
5533,71
5534,38
5535,6
5536,0
5537,3
5538,13
5539,3
5540,4
5541,2
5542,3
5543,0
5544,11
5545,0
5546,0
5547,0
5548,0
5549,0
5550,43
5551,199
5552,1
5553,9
5554,0
5555,3
5556,7
5557,4
5558,26
5559,0
5560,31
5561,49
5562,497
5563,0
5564,5
5565,44
5566,0
5567,0
5568,6966
5569,431
5570,137
5571,1138
5572,353
5573,1000
5574,516
5575,150
5576,870
5577,98
5578,21
5579,266
5580,477
5581,177
5582,395
5583,366
5584,36
5585,162
5586,604
5587,613
5588,201
5589,191
5590,242
5591,91
5592,24
5593,358
5594,86
5595,275
5596,35
5597,70
5598,99
5599,572
5600,53
5601,28
5602,172
5603,85
5604,61
5605,62
5606,11
5607,312
5608,14
5609,66
5610,5
5611,44
5612,33
5613,141
5614,87
5615,120
5616,106
5617,14
5618,77
5619,69
5620,456
5621,24
5622,4
5623,83
5624,37
5625,0
5626,7
5627,1718
5628,24
5629,8
5630,99
5631,18
5632,0
5633,7
5634,56
5635,2
5636,11
5637,218
5638,0
5639,0
5640,70
5641,19
5642,0
5643,16
5644,6
5645,8
5646,15
5647,0
5648,0
5649,6
5650,0
5651,36
5652,12
5653,0
5654,10
5655,4
5656,1
5657,101
5658,238
5659,139
5660,392
5661,1010
5662,1491
5663,87
5664,0
5665,6
5666,17
5667,1
5668,200
5669,357
5670,17
5671,20
5672,907
5673,204
5674,158
5675,6495
5676,41
5677,17
5678,0
5679,252
5680,76
5681,6
5682,414
5683,24
5684,0
5685,0
5686,25
5687,0
5688,0
5689,7434
5690,38
5691,18
5692,268
5693,257
5694,2723
5695,343
5696,886
5697,94
5698,78
5699,165
5700,52
5701,381
5702,12
5703,21
5704,0
5705,0
5706,31
5707,12
5708,0
5709,0
5710,97
5711,0
5712,275
5713,0
5714,0
5715,0
5716,713
5717,38
5718,0
5719,0
5720,0
5721,3
5722,1
5723,0
5724,35
5725,2
5726,10
5727,0
5728,7
5729,308
5730,103
5731,0
5732,5
5733,691
5734,56
5735,12
5736,9
5737,88
5738,0
5739,43
5740,213
5741,4
5742,0
5743,6
5744,7
5745,0
5746,2
5747,0
5748,29
5749,0
5750,197
5751,4
5752,0
5753,0
5754,17
5755,110
5756,45
5757,2
5758,222
5759,0
5760,169
5761,0
5762,0
5763,0
5764,0
5765,81
5766,33
5767,5
5768,0
5769,2
5770,16
5771,0
