pid,timestamp,score_mean,photo_count
515,8:00:00,4.9139852,2
516,8:00:00,4.94927775,2
517,8:00:00,4.905781,3
519,8:00:00,4.44949374,5
520,8:00:00,5.139713633,3
521,8:00:00,4.741334629,7
522,8:00:00,4.76274565,4
523,8:00:00,4.9554021,3
525,8:00:00,4.675708814,7
526,8:00:00,5.11799915,2
527,8:00:00,4.684395744,9
530,8:00:00,4.8160348,3
531,8:00:00,4.68628141,10
532,8:00:00,4.7852307,2
533,8:00:00,4.844199667,3
534,8:00:00,4.6098705,2
541,8:00:00,4.71512185,4
542,8:00:00,4.8549642,4
551,8:00:00,5.22204395,2
563,8:00:00,4.871338875,4
564,8:00:00,4.568711367,3
567,8:00:00,4.853437143,7
569,8:00:00,4.550793175,4
577,8:00:00,4.879570082,11
585,8:00:00,5.0262715,3
587,8:00:00,4.747847183,6
590,8:00:00,4.4347943,3
593,8:00:00,5.13125072,5
621,8:00:00,4.816073667,6
626,8:00:00,4.809859083,6
632,8:00:00,4.93493965,2
639,8:00:00,4.747544127,11
641,8:00:00,4.6119335,2
642,8:00:00,4.235112133,3
651,8:00:00,4.69176666,5
659,8:00:00,4.65350685,2
